2015-07-01,2015-07-02,2015-07-03,2015-07-04,2015-07-05,user_id
5.58,6.32,0.0,2.2100000000000004,14.04,41
12.95,13.89,13.72,13.75,13.89,42
4.27,4.73,4.47,4.28,5.03,43
8.28,6.49,8.75,8.42,7.4,44
6.51,4.27,4.56,5.58,3.78,45
5.19,5.69,5.63,6.47,4.76,46
17.935,15.75,17.2,17.69,15.780000000000001,47
14.060000000000002,16.84,14.64,12.48,12.74,48
7.23,6.24,6.95,7.89,5.73,49
2.7200000000000006,2.88,4.97,3.9400000000000004,3.97,50
5.16,5.44,6.39,4.92,3.23,51
6.18,6.92,4.21,7.94,7.44,52
4.25,4.41,4.93,4.77,3.65,53
15.41,17.46,15.350000000000001,17.01,13.69,54
11.61,10.79,6.81,1.9499999999999997,2.14,55
5.22,5.8,3.86,4.74,5.15,56
1.6799999999999997,3.75,1.33,1.4100000000000001,1.9600000000000004,57
2.1199999999999997,2.1999999999999997,3.7300000000000004,3.57,2.05,58
4.87,2.85,3.8099999999999996,4.65,1.7900000000000005,59
0.09999999999999964,0.46999999999999975,0.29000000000000004,0.33999999999999986,0.13999999999999968,60
0.3700000000000001,0.33000000000000007,0.34999999999999964,0.3200000000000003,0.08999999999999986,61
0.9699999999999998,2.99,0.79,2.1099999999999994,2.66,62
0.16000000000000014,0.15000000000000036,0.16000000000000014,0.16000000000000014,0.16000000000000014,63
2.2200000000000006,1.4100000000000001,0.8499999999999996,0.3700000000000001,1.04,64
3.22,1.9600000000000004,3.56,0.6699999999999999,1.2000000000000002,65
0.21999999999999975,0.11000000000000032,0.3799999999999999,0.20000000000000018,0.3099999999999996,66
1.58,5.15,3.0,1.5499999999999998,1.17,67
0.8600000000000003,4.31,0.5200000000000005,0.1900000000000004,0.5800000000000001,68
0.5300000000000002,0.3600000000000003,0.7800000000000002,1.2700000000000005,0.6600000000000001,69
0.9799999999999995,1.0099999999999998,1.08,1.4699999999999998,1.0700000000000003,70
4.98,4.87,4.93,3.56,0.16999999999999993,71
3.99,2.08,2.31,2.06,1.85,72
1.4699999999999998,1.21,1.46,1.6499999999999995,1.42,73
1.1900000000000004,1.2000000000000002,1.4400000000000004,1.21,1.2400000000000002,74
0.8899999999999997,0.6500000000000004,0.9199999999999999,0.8200000000000003,1.2000000000000002,75
2.99,2.93,4.42,1.8899999999999997,0.8300000000000001,76
0.6299999999999999,0.0,0.0,0.0,0.009999999999999787,77
0.6200000000000001,0.6299999999999999,0.7800000000000002,0.8300000000000001,0.7000000000000002,78
0.3200000000000003,0.28000000000000025,0.0,0.0,0.0,79
17.935,17.935,17.935,17.935,17.935,80
4.78,5.14,6.0,10.18,7.33,81
5.72,4.8,4.51,5.83,5.7,82
1.7599999999999998,1.9,4.27,6.14,4.55,83
7.77,7.08,8.35,7.66,8.02,84
4.02,4.41,4.4,4.79,4.52,85
12.13,11.93,11.51,13.2,12.98,86
2.4700000000000006,3.41,4.15,2.95,2.24,87
6.1,8.08,7.5,6.86,6.93,88
9.3,6.99,7.86,7.34,8.02,89
3.62,8.08,5.42,6.09,5.77,90
5.0,5.05,6.01,5.7,6.45,91
3.7300000000000004,4.08,4.63,3.66,4.05,92
2.6099999999999994,2.97,9.37,6.15,8.62,93
13.810000000000002,15.850000000000001,12.78,14.64,15.07,94
6.37,6.19,4.98,2.32,1.4699999999999998,95
10.25,13.150000000000002,17.935,10.2,9.44,96
17.935,17.935,17.935,17.935,17.935,97
0.11000000000000032,0.11000000000000032,0.11000000000000032,0.11000000000000032,0.11000000000000032,98
8.35,10.54,7.36,13.38,6.11,99
