2015-07-01,2015-07-02,2015-07-03,2015-07-04,2015-07-05,user_id
3.71,3.69,3.2,3.61,5.07,0
0.6699999999999999,0.6799999999999997,0.6799999999999997,0.6500000000000004,0.6799999999999997,1
3.84,3.79,3.22,2.76,3.01,2
5.68,5.13,5.53,4.38,3.0,3
0.71,0.7000000000000002,0.7199999999999998,0.7299999999999995,0.71,4
5.61,10.49,9.97,6.56,8.41,5
1.2999999999999998,1.0499999999999998,1.3099999999999996,1.2599999999999998,0.9699999999999998,6
0.6799999999999997,0.6500000000000004,0.6500000000000004,0.6299999999999999,0.6399999999999997,7
6.01,4.77,4.42,7.34,5.78,8
7.01,7.76,5.02,5.78,6.47,9
1.3500000000000005,1.2299999999999995,1.2000000000000002,1.0599999999999996,0.9900000000000002,10
9.01,12.19,13.3,12.98,9.66,11
2.6199999999999997,2.1,1.88,2.16,2.3599999999999994,12
0.28080000000000016,0.2788000000000004,0.27700000000000014,0.27529999999999966,0.27390000000000025,13
0.16000000000000014,0.16000000000000014,0.16999999999999993,0.15000000000000036,0.16000000000000014,14
17.91,17.935,15.29,9.96,8.5,15
16.75,17.49,16.12,17.935,17.935,16
2.38,2.6099999999999994,3.32,2.81,2.17,17
3.27,3.85,3.26,4.8,5.2,18
17.935,17.935,17.935,17.935,17.935,19
6.73,10.8,6.62,10.41,10.58,20
4.53,4.53,5.24,4.88,5.11,21
3.2,3.21,6.78,5.89,10.34,22
6.2,17.935,10.21,1.4500000000000002,1.1000000000000005,23
11.24,10.77,12.51,10.76,10.89,24
5.29,5.74,5.34,6.46,6.19,25
17.935,17.935,17.935,17.935,12.0,26
11.03,12.01,10.49,15.150000000000002,15.36,27
5.82,5.33,6.82,5.88,7.29,28
17.935,17.935,17.935,17.935,17.935,29
4.77,4.77,7.13,10.73,9.63,30
10.34,8.56,9.43,8.02,7.93,31
0.28000000000000025,0.27000000000000046,0.27000000000000046,0.27000000000000046,0.27000000000000046,32
1.8899999999999997,1.73,1.9399999999999995,1.4299999999999997,2.38,33
5.24,5.84,6.47,4.51,5.31,34
4.78,5.71,5.17,3.79,3.87,35
3.4,6.61,5.23,4.56,2.7100000000000004,36
3.4,4.03,2.6199999999999997,3.7300000000000004,5.02,37
7.79,6.16,7.89,7.63,6.15,38
3.04,2.7,2.06,2.9,2.6899999999999995,39
8.48,7.53,8.68,7.57,6.82,40
