2015-07-01,2015-07-02,2015-07-03,2015-07-04,2015-07-05,user_id
-0.36467059222557013,-0.36828688706775253,-0.4568861107012218,-0.38275206643648224,-0.11876254295716542,0
-0.9143474082372982,-0.9125392608162071,-0.9125392608162071,-0.9179637030794805,-0.9125392608162071,1
-0.3411646757513844,-0.3502054128568404,-0.4532698158590394,-0.5364445972292352,-0.4912409117019549,2
-0.008465550270601667,-0.10791365843061822,-0.03558776158696973,-0.24352471501245904,-0.4930490591230461,3
-0.9071148185529333,-0.9089229659740246,-0.9053066711318422,-0.903498523710751,-0.9071148185529333,4
-0.02112258221824003,0.8612533592742707,0.7672296933775279,0.15065142278542484,0.4851586956872989,5
-0.8004341207085519,-0.8456378062358322,-0.7986259732874608,-0.8076667103929168,-0.8601029856045619,6
-0.9125392608162071,-0.9179637030794805,-0.9179637030794805,-0.921579997921663,-0.9197718505005719,7
0.0512033146254083,-0.17300696558990186,-0.23629212532809418,0.29168692163053933,0.009615923940310536,8
0.23201805673452935,0.36762911331637016,-0.1278032800626216,0.009615923940310536,0.134378095995604,9
-0.7913933836030957,-0.8130911526561905,-0.818515594919464,-0.843829658814741,-0.8564866907623794,10
0.5936475409527715,1.1686384208597764,1.369342784600901,1.3114820671259824,0.7111771233237003,11
-0.5617586611245121,-0.655782327021255,-0.6955615702852617,-0.6449334424947077,-0.6087704940728836,12
-0.9847205058661681,-0.9850821353503862,-0.9854076018861827,-0.9857149869477683,-0.985968127586721,13
-1.00656292671295,-1.00656292671295,-1.0047547792918587,-1.008371074134041,-1.00656292671295,14
2.202898745723949,2.207419114276677,1.7291641213980515,0.7654215459564367,0.5014320224771198,15
1.9931536448773683,2.126956554038118,1.8792403573486223,2.207419114276677,2.207419114276677,16
-0.6051541992307011,-0.5635668085456034,-0.43518834164812736,-0.527403860123779,-0.6431252950736166,17
-0.44422907875358336,-0.3393565283302932,-0.4460372261746746,-0.16758252332662818,-0.0952566264829797,18
2.207419114276677,2.207419114276677,2.207419114276677,2.207419114276677,2.207419114276677,19
0.18138992894397557,0.9173059293280984,0.1615003073119722,0.8467881799055411,0.8775266860640917,20
-0.2164025036960908,-0.2164025036960908,-0.08802403679861484,-0.1531173439578985,-0.11152995327280056,21
-0.4568861107012218,-0.45507796328013067,0.1904306660494316,0.02950554557231375,0.8341311479579026,22
0.08555811562614138,2.207419114276677,0.810625231483717,-0.7733119093921837,-0.836597069130376,23
0.9968644158561115,0.9118814870648245,1.2264991383346953,0.9100733396437334,0.9335792561179193,24
-0.07898329969315883,0.002383334255945687,-0.0699425625877028,0.13256994857451282,0.0837499682050502,25
2.207419114276677,2.207419114276677,2.207419114276677,2.207419114276677,1.1342836198590436,26
0.9588933200131959,1.1360917672801347,0.8612533592742707,1.703850057502775,1.74182115334569,27
0.016848513624675387,-0.07175071000879397,0.19766325573379645,0.027697398151222578,0.28264618452508333,28
2.207419114276677,2.207419114276677,2.207419114276677,2.207419114276677,2.207419114276677,29
-0.17300696558990186,-0.17300696558990186,0.2537158257876239,0.9046488973804598,0.7057526810604268,30
0.8341311479579026,0.5122809070036671,0.6695897326386023,0.4146409462647416,0.3983676194749207,31
-0.9848651576598554,-0.9866733050809465,-0.9866733050809465,-0.9866733050809465,-0.9866733050809465,32
-0.6937534228641705,-0.7226837816016298,-0.6847126857587145,-0.7769282042343663,-0.6051541992307011,33
-0.08802403679861484,0.02046480846685773,0.134378095995604,-0.2200187985382733,-0.07536700485097649,34
-0.17119881816881052,-0.00304110800732799,-0.10068106874625338,-0.3502054128568404,-0.3357402334881107,35
-0.42072316227939766,0.15969215989088104,-0.08983218421970603,-0.21097806143281728,-0.5454853343346912,36
-0.42072316227939766,-0.30680987475065136,-0.5617586611245121,-0.3610542973833877,-0.1278032800626216,37
0.37305355557964387,0.07832552594177652,0.39113502979055587,0.34412319684218445,0.07651737852068535,38
-0.48581646943868123,-0.5472934817557824,-0.6630149167056199,-0.5111305333339582,-0.5491016291768737,39
0.4978157276349375,0.3260417226312724,0.5339786760567615,0.33327431231563726,0.19766325573379645,40
-0.02654702448151371,0.10725588467923591,-1.0354932854504093,-0.6358927053892517,1.5031456937616503,41
1.3060576248627085,1.4760234824452823,1.445284976286732,1.4507094185500053,1.4760234824452823,42
-0.2634143366444624,-0.18023955527426655,-0.22725138822263816,-0.2616061892233711,-0.12599513264153026,43
0.46165277921311304,0.1379943908377865,0.5466357080044001,0.4869668431083901,0.3025358061570867,44
0.14161068567996885,-0.2634143366444624,-0.21097806143281728,-0.02654702448151371,-0.3520135602779317,45
-0.09706477390407087,-0.006657402849510334,-0.017506287376057687,0.134378095995604,-0.17481511301099303,46
2.207419114276677,1.8123389027682475,2.0745202788264727,2.1631195024599426,1.8177633450315211,47
1.5067619886038333,2.0094269716671893,1.6116345390271232,1.2210746960714218,1.2680865290197931,48
0.27179729999853613,0.09279070531050622,0.22116917220798218,0.39113502979055587,0.0005751868348545147,49
-0.5436771869135999,-0.5147468281761406,-0.13684401716807762,-0.32308320154047226,-0.3176587592771986,50
-0.10248921616734455,-0.0518610883767906,0.11991291662687428,-0.14588475427353365,-0.4514616684379482,51
0.08194182078395887,0.2157447299447085,-0.2742632211710096,0.4001757668960121,0.30976839584145155,52
